state,created
unknown,"2016-12-16 19:33:22.148945"
unknown,"2016-12-16 19:48:11.516207"
6.2,"2017-06-07 20:30:24.646488"
4.6,"2017-06-07 21:00:22.648304"
6.0,"2017-06-07 21:30:20.656827"
3.0,"2017-06-07 22:00:49.658262"
6.0,"2017-06-07 22:30:47.656266"
5.7,"2017-06-07 23:00:45.658513"
6.0,"2017-06-07 23:30:43.647301"
4.9,"2017-06-08 00:30:39.634147"
5.7,"2017-06-08 01:00:37.681208"
4.1,"2017-06-08 03:00:28.663484"
6.0,"2017-06-08 03:30:26.655877"
3.0,"2017-06-08 04:00:24.643433"
4.3,"2017-06-08 04:30:53.660411"
3.0,"2017-06-08 05:00:20.677453"
5.4,"2017-06-08 05:30:49.645540"
1.4,"2017-06-08 06:00:47.641548"
0,"2017-06-08 06:30:45.631388"
1.4,"2017-06-08 09:00:35.647018"
5.7,"2017-06-08 09:30:33.613287"
0,"2017-06-08 10:00:31.671751"
6.0,"2017-06-08 11:30:25.038462"
5.7,"2017-06-08 15:00:41.714617"
6.0,"2017-06-08 15:30:39.717770"
6.2,"2017-06-08 16:00:37.707276"
6.0,"2017-06-08 16:30:35.702533"
5.7,"2017-06-08 17:30:31.737489"
3.3,"2017-06-08 18:00:29.689422"
0,"2017-06-08 18:30:27.687138"
3.3,"2017-06-08 19:00:25.689877"
0,"2017-06-08 19:30:23.722708"
4.1,"2017-06-08 21:30:46.722760"
4.9,"2017-06-08 22:00:44.697159"
5.7,"2017-06-08 22:30:42.693516"
5.2,"2017-06-08 23:00:40.701970"
5.7,"2017-06-08 23:30:38.691977"
4.9,"2017-06-09 00:00:36.710678"
6.0,"2017-06-09 00:30:34.707856"
4.3,"2017-06-09 01:00:32.710309"
5.4,"2017-06-09 01:30:30.757880"
4.3,"2017-06-09 02:00:59.691448"
5.4,"2017-06-09 02:30:57.739542"
3.8,"2017-06-09 03:00:55.730541"
4.3,"2017-06-09 03:30:53.697185"
4.1,"2017-06-09 04:00:51.695930"
0,"2017-06-09 04:30:48.960188"
0.0,"2017-06-09 05:00:46.110706"
5.7,"2017-06-09 05:30:44.138311"
0.0,"2017-06-09 06:00:42.138170"
0,"2017-06-09 06:30:40.154174"
6.2,"2017-06-09 11:30:50.176882"
3.8,"2017-06-09 12:00:47.746679"
6.2,"2017-06-09 12:30:45.751297"
5.7,"2017-06-09 13:00:43.486970"
6.0,"2017-06-09 13:30:41.478793"
3.8,"2017-06-09 14:00:39.137160"
6.0,"2017-06-09 14:30:37.290072"
4.3,"2017-06-09 15:00:35.148027"
0,"2017-06-09 15:30:32.826240"
5.7,"2017-06-09 16:00:30.895639"
5.4,"2017-06-09 16:30:28.571612"
5.7,"2017-06-09 17:00:26.296967"
5.2,"2017-06-09 17:30:24.315814"
5.4,"2017-06-09 18:00:22.098113"
6.0,"2017-06-09 19:00:48.826334"
0,"2017-06-09 19:30:15.843600"
5.7,"2017-06-09 20:00:44.859651"
6.0,"2017-06-09 21:00:40.648120"
5.7,"2017-06-09 21:30:38.428755"
0,"2017-06-09 22:01:38.410524"
0.0,"2017-06-09 23:01:03.497995"
5.7,"2017-06-09 23:30:30.462728"
0,"2017-06-10 00:00:28.105090"
6.0,"2017-06-10 00:30:26.085907"
0,"2017-06-10 01:00:24.053965"
6.0,"2017-06-10 01:30:21.861750"
5.7,"2017-06-10 02:00:19.872801"
6.0,"2017-06-10 02:30:48.902696"
4.3,"2017-06-10 03:00:46.870343"
4.1,"2017-06-10 03:30:44.759223"
5.7,"2017-06-10 04:00:42.808961"
4.6,"2017-06-10 04:30:40.729526"
5.7,"2017-06-10 05:30:36.745132"
4.3,"2017-06-10 06:00:34.750801"
0,"2017-06-10 06:32:36.740755"
4.9,"2017-06-10 09:00:52.603016"
0,"2017-06-10 09:30:50.330037"
5.2,"2017-06-10 15:30:26.031295"
0,"2017-06-10 16:00:54.327725"
5.7,"2017-06-10 16:30:20.880391"
6.0,"2017-06-10 17:00:18.302111"
0.0,"2017-06-10 17:30:46.742043"
6.0,"2017-06-10 18:00:44.759895"
5.7,"2017-06-10 18:30:42.749743"
4.9,"2017-06-10 19:00:40.745006"
4.1,"2017-06-10 19:30:38.592087"
6.0,"2017-06-10 20:00:36.598801"
5.7,"2017-06-10 20:30:34.589077"
5.4,"2017-06-10 21:30:29.428090"
4.6,"2017-06-10 22:00:27.300498"
5.7,"2017-06-10 22:30:25.289696"
6.0,"2017-06-10 23:30:21.110942"
5.4,"2017-06-11 01:30:43.970975"
5.7,"2017-06-11 02:00:41.952797"
6.0,"2017-06-11 03:00:37.835737"
4.1,"2017-06-11 03:30:35.811203"
4.9,"2017-06-11 04:00:33.798347"
5.7,"2017-06-11 04:30:31.813344"
5.4,"2017-06-11 05:30:27.815884"
5.2,"2017-06-11 06:00:25.809900"
5.7,"2017-06-11 06:30:54.824517"
3.0,"2017-06-11 07:00:52.834597"
5.4,"2017-06-11 07:30:50.832992"
0,"2017-06-11 08:00:47.800985"
5.4,"2017-06-11 08:30:45.794134"
4.6,"2017-06-11 09:00:43.816237"
5.7,"2017-06-11 09:30:41.820445"
0,"2017-06-11 10:00:39.812333"
5.4,"2017-06-11 11:30:32.819818"
5.7,"2017-06-11 12:00:30.882704"
6.0,"2017-06-11 12:30:28.826348"
5.7,"2017-06-11 13:30:24.835453"
5.4,"2017-06-11 14:00:22.807086"
6.0,"2017-06-11 14:30:20.790819"
5.7,"2017-06-11 15:00:18.838316"
6.0,"2017-06-11 15:30:47.825861"
5.7,"2017-06-11 17:00:41.819018"
6.2,"2017-06-11 17:30:39.812892"
5.4,"2017-06-11 18:00:37.799310"
4.1,"2017-06-11 19:30:31.821185"
6.0,"2017-06-11 20:00:29.794959"
5.7,"2017-06-11 20:30:27.790163"
6.0,"2017-06-11 21:00:25.829960"
5.4,"2017-06-11 21:30:23.793126"
3.5,"2017-06-11 22:00:21.807052"
4.9,"2017-06-11 22:30:19.825196"
6.0,"2017-06-11 23:00:48.800024"
5.7,"2017-06-12 01:30:38.820812"
5.4,"2017-06-12 02:30:34.813221"
0.0,"2017-06-12 03:00:32.805728"
4.1,"2017-06-12 03:30:30.872587"
4.9,"2017-06-12 04:00:28.828357"
5.4,"2017-06-12 04:30:26.821440"
5.7,"2017-06-12 05:00:23.832702"
6.2,"2017-06-12 05:30:21.823946"
5.7,"2017-06-12 06:00:19.818238"
0,"2017-06-12 06:30:48.813506"
5.4,"2017-06-12 07:30:44.806883"
0,"2017-06-12 08:00:42.810139"
5.2,"2017-06-12 08:30:40.815865"
0,"2017-06-12 09:00:38.844650"
5.7,"2017-06-12 11:30:28.130540"
5.4,"2017-06-12 12:00:26.138246"
6.0,"2017-06-12 13:00:21.838127"
5.2,"2017-06-12 14:00:48.837654"
0,"2017-06-12 14:30:46.823024"
5.2,"2017-06-12 15:00:44.824837"
5.7,"2017-06-12 15:30:42.813816"
5.4,"2017-06-12 16:30:38.820064"
4.9,"2017-06-12 17:30:34.825066"
5.7,"2017-06-12 18:00:32.803335"
5.4,"2017-06-12 18:30:30.908593"
5.7,"2017-06-12 19:00:28.824997"
0,"2017-06-12 19:30:26.847692"
5.7,"2017-06-12 20:00:24.831392"
2.2,"2017-06-12 20:30:22.814711"
5.7,"2017-06-12 21:00:20.799211"
5.4,"2017-06-12 21:30:18.812595"
5.2,"2017-06-12 22:00:47.807829"
5.4,"2017-06-12 22:30:45.808665"
4.1,"2017-06-12 23:00:43.830266"
5.7,"2017-06-12 23:30:41.840341"
5.4,"2017-06-13 00:00:39.811415"
5.7,"2017-06-13 00:30:37.821443"
5.4,"2017-06-13 01:00:34.830546"
6.0,"2017-06-13 01:30:32.838555"
5.4,"2017-06-13 02:00:30.870098"
5.7,"2017-06-13 02:30:28.827341"
5.4,"2017-06-13 03:00:26.835915"
5.7,"2017-06-13 04:00:22.810399"
6.0,"2017-06-13 04:30:20.829483"
4.9,"2017-06-13 05:00:18.832860"
5.4,"2017-06-13 05:30:47.815624"
5.2,"2017-06-13 06:00:45.825204"
0,"2017-06-13 06:30:43.816700"
4.9,"2017-06-13 07:30:39.823947"
0,"2017-06-13 08:01:38.803396"
5.4,"2017-06-13 08:30:34.841280"
2.2,"2017-06-13 09:00:32.828652"
5.4,"2017-06-13 09:30:30.845725"
4.1,"2017-06-13 10:00:28.136653"
0,"2017-06-13 10:30:26.146211"
1.9,"2017-06-13 11:00:55.138063"
6.0,"2017-06-13 11:30:22.152990"
5.2,"2017-06-13 12:00:19.849682"
5.7,"2017-06-13 12:30:48.838252"
3.8,"2017-06-13 13:00:46.815409"
5.7,"2017-06-13 13:30:44.811939"
1.6,"2017-06-13 14:00:42.818775"
6.0,"2017-06-13 14:30:40.834601"
6.0,"2017-06-13 18:17:16.250507"
0,"2017-06-13 18:30:28.051684"
3.0,"2017-06-13 21:00:49.041669"
5.7,"2017-06-13 21:30:47.055520"
0,"2017-06-13 22:01:16.045369"
0,"2017-06-15 09:08:57.910909"
6.0,"2017-06-17 09:01:08.395882"
0,"2017-06-17 09:31:06.437402"
6.0,"2017-06-18 18:30:27.399884"
5.7,"2017-06-18 19:00:25.398562"
4.1,"2017-06-18 20:00:21.395621"
6.0,"2017-06-18 20:30:19.401219"
0,"2017-06-18 21:01:19.407476"
5.7,"2017-06-18 22:30:41.396433"
4.6,"2017-06-18 23:00:39.400486"
3.8,"2017-06-18 23:30:37.400196"
3.3,"2017-06-19 00:00:35.399549"
6.0,"2017-06-19 00:30:33.398675"
5.4,"2017-06-19 01:00:31.396599"
0,"2017-06-19 01:30:29.407730"
5.7,"2017-06-19 02:00:27.398059"
4.6,"2017-06-19 03:00:23.394073"
5.7,"2017-06-19 03:30:21.397775"
5.2,"2017-06-19 04:00:19.404462"
0,"2017-06-19 04:30:48.391176"
5.4,"2017-06-19 05:30:44.398957"
5.7,"2017-06-19 06:00:42.395625"
0,"2017-06-19 06:31:10.431410"
4.3,"2017-06-19 09:01:00.397836"
0,"2017-06-19 09:30:58.435238"
4.3,"2017-06-19 12:00:48.399721"
6.0,"2017-06-19 12:30:46.396165"
5.7,"2017-06-19 13:00:43.396702"
0,"2017-06-19 13:30:41.401631"
3.8,"2017-06-19 21:30:38.914609"
0,"2017-06-19 22:01:07.910390"
5.7,"2017-06-19 23:00:32.912466"
5.4,"2017-06-19 23:30:30.241442"
4.3,"2017-06-20 00:00:28.141080"
5.7,"2017-06-20 00:30:26.143092"
0,"2017-06-20 02:00:20.161299"
4.9,"2017-06-20 02:30:49.138887"
3.5,"2017-06-20 03:00:47.142953"
4.1,"2017-06-20 03:30:45.140737"
4.6,"2017-06-20 04:00:43.136537"
5.4,"2017-06-20 04:30:41.138138"
4.3,"2017-06-20 05:00:39.138825"
5.4,"2017-06-20 05:30:37.142905"
6.0,"2017-06-20 06:30:33.140780"
5.7,"2017-06-20 07:00:31.139493"
0.0,"2017-06-20 08:00:27.141732"
6.0,"2017-06-20 08:30:25.165745"
4.9,"2017-06-20 09:00:23.137725"
5.4,"2017-06-20 09:30:21.143318"
5.7,"2017-06-20 10:30:48.139069"
3.8,"2017-06-20 12:00:42.144348"
4.1,"2017-06-20 13:00:38.140839"
5.7,"2017-06-20 13:30:36.146246"
4.9,"2017-06-20 14:00:34.144439"
6.0,"2017-06-20 14:30:32.136307"
5.7,"2017-06-20 15:00:30.241197"
5.2,"2017-06-20 16:00:26.147377"
6.0,"2017-06-20 16:30:24.142081"
0.0,"2017-06-20 17:00:22.140322"
5.7,"2017-06-20 17:30:20.140456"
0.0,"2017-06-20 18:00:49.140006"
5.7,"2017-06-20 18:30:47.138806"
5.4,"2017-06-20 19:00:45.152549"
5.7,"2017-06-20 19:30:43.142816"
4.3,"2017-06-20 21:00:37.138822"
5.7,"2017-06-20 21:30:35.141283"
4.6,"2017-06-20 22:00:33.135793"
5.4,"2017-06-20 22:30:31.145523"
5.7,"2017-06-20 23:00:29.143207"
0,"2017-06-20 23:30:58.134195"
3.8,"2017-06-21 00:00:25.142917"
5.7,"2017-06-21 00:30:23.137349"
5.2,"2017-06-21 01:00:21.142826"
4.3,"2017-06-21 01:30:50.140359"
6.0,"2017-06-21 02:00:48.141850"
5.7,"2017-06-21 02:30:46.141689"
4.3,"2017-06-21 03:00:44.139608"
5.7,"2017-06-21 04:00:40.140885"
5.4,"2017-06-21 04:30:38.143845"
4.3,"2017-06-21 05:00:36.143089"
5.7,"2017-06-21 05:30:34.142311"
5.4,"2017-06-21 06:00:31.137643"
3.8,"2017-06-21 06:30:29.149436"
0,"2017-06-21 07:00:58.133384"
2.2,"2017-06-21 08:00:23.142855"
2.4,"2017-06-21 08:30:21.141226"
2.2,"2017-06-21 09:00:50.135753"
0,"2017-06-21 10:00:15.149250"
2.4,"2017-06-21 10:30:44.148744"
2.2,"2017-06-21 12:00:38.136152"
1.4,"2017-06-21 12:30:36.140552"
2.2,"2017-06-21 13:00:34.138849"
2.4,"2017-06-21 13:30:32.136474"
2.2,"2017-06-21 14:00:30.249441"
2.4,"2017-06-21 14:30:28.140417"
2.2,"2017-06-21 15:00:26.136628"
2.4,"2017-06-21 16:00:22.133091"
2.2,"2017-06-21 16:30:20.139113"
1.9,"2017-06-21 17:00:49.137808"
2.2,"2017-06-21 17:30:47.137687"
1.9,"2017-06-21 18:30:43.140339"
2.2,"2017-06-21 21:00:32.406399"
1.9,"2017-06-21 22:00:28.140563"
2.2,"2017-06-21 23:00:24.136158"
1.6,"2017-06-22 01:30:45.134935"
2.2,"2017-06-22 02:00:43.140718"
2.7,"2017-06-22 02:30:41.139868"
1.9,"2017-06-22 03:00:39.134963"
2.4,"2017-06-22 03:30:37.133518"
1.6,"2017-06-22 04:00:35.139767"
2.4,"2017-06-22 04:30:33.139812"
1.9,"2017-06-22 05:00:31.137180"
2.2,"2017-06-22 05:30:29.138967"
1.9,"2017-06-22 06:00:27.138386"
2.4,"2017-06-22 07:00:23.140839"
1.9,"2017-06-22 08:00:50.140500"
2.2,"2017-06-22 08:30:48.136857"
1.9,"2017-06-22 09:00:46.149174"
2.4,"2017-06-22 09:30:44.140852"
2.7,"2017-06-22 10:00:42.142853"
2.4,"2017-06-22 10:30:40.141685"
5.7,"2017-06-22 11:00:38.141223"
5.4,"2017-06-22 11:30:36.141751"
5.2,"2017-06-22 12:00:34.137681"
5.7,"2017-06-22 12:30:32.142702"
4.9,"2017-06-22 14:00:26.133402"
5.7,"2017-06-22 14:30:24.140640"
4.9,"2017-06-22 16:00:49.145872"
5.4,"2017-06-22 16:30:47.143433"
6.0,"2017-06-22 17:30:43.139401"
4.9,"2017-06-22 18:00:41.137923"
5.7,"2017-06-22 19:30:35.143262"
4.9,"2017-06-22 20:00:33.143103"
5.7,"2017-06-22 20:30:31.150492"
4.3,"2017-06-22 21:00:29.137953"
5.7,"2017-06-22 21:30:27.140522"
0,"2017-06-22 22:00:56.171352"
5.4,"2017-06-23 00:00:47.139519"
0,"2017-06-23 00:30:45.134964"
5.7,"2017-06-23 01:00:43.139752"
0,"2017-06-23 01:31:12.171118"
4.1,"2017-06-23 03:00:35.140603"
4.9,"2017-06-23 03:30:33.143122"
3.3,"2017-06-23 04:00:31.139332"
0.0,"2017-06-23 04:31:00.139604"
4.3,"2017-06-23 05:00:27.137295"
0,"2017-06-23 05:30:25.151110"
5.7,"2017-06-23 10:00:38.137697"
3.0,"2017-06-23 11:00:34.139685"
5.4,"2017-06-23 11:30:32.144431"
5.7,"2017-06-23 12:00:30.242797"
3.8,"2017-06-23 12:30:28.138298"
5.7,"2017-06-23 13:00:26.140963"
5.4,"2017-06-23 13:30:24.145041"
4.9,"2017-06-23 14:00:22.137630"
5.2,"2017-06-23 14:30:20.144621"
5.4,"2017-06-23 15:00:49.152335"
2.2,"2017-06-23 15:30:47.139035"
4.3,"2017-06-23 16:00:45.144896"
5.4,"2017-06-23 16:30:43.140289"
0,"2017-06-23 17:01:43.173719"
5.4,"2017-06-23 17:30:39.141927"
5.2,"2017-06-23 18:30:35.146554"
6.0,"2017-06-23 19:00:33.139634"
0,"2017-06-23 19:30:31.150108"
5.4,"2017-06-23 20:00:29.140830"
5.7,"2017-06-23 20:30:27.143676"
4.3,"2017-06-23 22:00:21.131992"
4.3,"2017-06-23 22:08:40.922838"
5.7,"2017-06-23 23:30:33.179260"
6.0,"2017-06-24 00:00:31.166335"
5.2,"2017-06-24 01:00:27.180233"
6.0,"2017-06-24 01:30:25.177450"
0,"2017-06-24 02:30:51.209375"
6.0,"2017-06-24 03:00:18.198607"
5.7,"2017-06-24 03:30:47.179400"
3.5,"2017-06-24 04:00:45.174512"
5.2,"2017-06-24 04:30:43.188161"
5.4,"2017-06-24 05:00:41.186472"
5.7,"2017-06-24 05:30:39.215300"
4.1,"2017-06-24 06:00:37.171133"
5.4,"2017-06-24 06:30:35.181635"
6.0,"2017-06-24 07:00:32.190345"
5.7,"2017-06-24 07:30:30.281013"
4.6,"2017-06-24 08:00:28.182703"
5.7,"2017-06-24 08:30:26.184996"
3.8,"2017-06-24 09:00:24.182219"
5.4,"2017-06-24 09:30:22.164949"
4.9,"2017-06-24 11:00:47.182546"
5.4,"2017-06-24 11:30:44.195405"
5.7,"2017-06-24 12:00:42.173381"
3.3,"2017-06-24 12:30:40.183397"
5.4,"2017-06-24 13:00:38.173932"
4.9,"2017-06-24 14:00:32.163872"
5.2,"2017-06-24 14:30:30.284020"
4.1,"2017-06-24 15:00:28.162231"
5.7,"2017-06-24 15:30:26.170608"
3.5,"2017-06-24 16:00:24.160574"
3.8,"2017-06-24 16:30:22.162480"
3.5,"2017-06-24 17:00:51.158095"
0.5,"2017-06-24 18:00:47.155887"
5.2,"2017-06-24 18:30:45.160848"
3.3,"2017-06-24 19:00:43.170289"
6.0,"2017-06-24 19:30:41.160331"
3.3,"2017-06-24 20:00:39.168907"
4.9,"2017-06-24 20:30:37.171568"
5.4,"2017-06-24 21:00:35.165822"
5.7,"2017-06-24 21:30:33.168559"
4.6,"2017-06-24 22:00:31.170450"
5.7,"2017-06-24 22:30:29.155905"
3.8,"2017-06-24 23:30:25.160526"
3.5,"2017-06-25 00:00:23.165287"
5.4,"2017-06-25 00:30:21.164248"
6.0,"2017-06-25 01:00:19.162579"
4.1,"2017-06-25 03:00:42.159759"
3.5,"2017-06-25 03:30:40.164782"
3.0,"2017-06-25 04:00:38.163787"
5.7,"2017-06-25 04:30:36.170849"
5.2,"2017-06-25 05:00:33.161611"
5.7,"2017-06-25 05:30:31.166827"
5.4,"2017-06-25 06:00:29.157819"
5.7,"2017-06-25 07:30:23.147040"
5.4,"2017-06-25 08:00:21.163048"
5.7,"2017-06-25 08:30:49.168168"
4.9,"2017-06-25 09:00:47.163353"
5.7,"2017-06-25 09:30:45.161198"
4.9,"2017-06-25 10:00:43.177601"
5.4,"2017-06-25 10:30:41.162026"
5.7,"2017-06-25 11:00:39.162486"
5.2,"2017-06-25 12:00:35.160013"
5.7,"2017-06-25 12:30:33.163158"
4.6,"2017-06-25 13:00:31.163902"
4.9,"2017-06-25 13:30:29.163606"
3.8,"2017-06-25 14:00:27.169759"
4.9,"2017-06-25 15:00:23.165203"
5.7,"2017-06-25 15:30:51.145564"
5.4,"2017-06-25 16:00:49.143544"
5.7,"2017-06-25 18:00:41.140340"
6.0,"2017-06-25 18:30:39.144973"
2.2,"2017-06-25 19:00:37.140863"
2.7,"2017-06-25 19:30:35.143763"
1.9,"2017-06-25 20:00:33.141916"
1.4,"2017-06-25 21:00:29.143113"
2.2,"2017-06-25 21:30:27.142892"
1.9,"2017-06-25 22:00:25.144255"
3.0,"2017-06-25 22:30:23.145474"
1.9,"2017-06-25 23:00:21.144223"
5.4,"2017-06-25 23:30:19.144203"
5.7,"2017-06-26 00:00:48.162341"
0,"2017-06-26 01:00:13.175575"
6.0,"2017-06-26 01:30:42.173101"
5.7,"2017-06-26 02:00:40.166474"
3.8,"2017-06-26 02:30:38.170520"
4.9,"2017-06-26 03:00:35.165320"
5.4,"2017-06-26 04:00:31.174299"
5.7,"2017-06-26 04:30:29.176627"
5.4,"2017-06-26 05:00:27.155249"
5.7,"2017-06-26 05:30:25.171767"
4.9,"2017-06-26 06:00:23.158274"
5.4,"2017-06-26 06:30:21.178987"
5.7,"2017-06-26 07:00:19.159898"
5.2,"2017-06-26 08:00:46.169360"
4.9,"2017-06-26 09:00:42.170118"
5.4,"2017-06-26 09:30:40.159655"
4.6,"2017-06-26 10:00:38.168710"
5.7,"2017-06-26 10:30:36.160910"
4.9,"2017-06-26 11:00:33.164409"
5.4,"2017-06-26 11:30:31.183562"
1.4,"2017-06-26 12:00:29.163918"
0,"2017-06-26 12:31:29.169854"
1.4,"2017-06-26 13:30:23.160420"
1.1,"2017-06-26 14:00:21.166596"
1.6,"2017-06-26 15:00:48.165666"
0,"2017-06-26 16:01:15.190305"
1.4,"2017-06-26 17:00:40.168414"
5.7,"2017-06-26 17:30:38.168378"
6.0,"2017-06-26 18:30:33.173130"
5.7,"2017-06-26 19:00:31.180174"
6.0,"2017-06-26 19:30:29.167268"
4.6,"2017-06-26 20:00:27.167386"
5.4,"2017-06-26 20:30:25.169149"
5.7,"2017-06-26 21:00:23.169872"
5.4,"2017-06-26 22:30:48.170903"
5.7,"2017-06-26 23:30:44.171010"
3.3,"2017-06-27 01:00:38.159714"
2.2,"2017-06-27 01:30:36.156656"
5.7,"2017-06-27 02:00:34.169782"
6.0,"2017-06-27 02:30:32.181508"
3.8,"2017-06-27 03:00:30.265602"
5.4,"2017-06-27 03:30:28.166004"
6.0,"2017-06-27 04:30:24.161715"
5.7,"2017-06-27 05:00:22.176166"
5.4,"2017-06-27 06:30:47.168991"
4.9,"2017-06-27 07:00:45.170090"
5.7,"2017-06-27 07:30:43.161647"
5.2,"2017-06-27 08:00:41.163973"
5.7,"2017-06-27 08:30:39.166001"
5.2,"2017-06-27 09:00:37.177266"
4.6,"2017-06-27 10:00:33.166324"
5.4,"2017-06-27 10:30:31.168228"
5.7,"2017-06-27 11:30:27.166428"
3.3,"2017-06-27 12:30:23.171229"
4.9,"2017-06-27 13:00:52.168560"
4.6,"2017-06-27 13:30:50.166460"
0,"2017-06-27 14:01:19.179556"
5.4,"2017-06-27 14:30:46.167659"
5.7,"2017-06-27 15:30:42.178844"
4.9,"2017-06-27 16:00:40.161906"
5.4,"2017-06-27 16:30:38.167718"
0,"2017-06-27 17:00:05.191598"
5.7,"2017-06-27 18:00:31.170405"
5.2,"2017-06-27 18:30:29.161951"
0,"2017-06-27 19:00:27.168353"
2.2,"2017-06-27 20:30:21.168279"
1.1,"2017-06-27 21:00:50.160770"
5.7,"2017-06-27 21:30:48.172792"
4.9,"2017-06-27 22:00:46.161113"
5.7,"2017-06-27 22:30:44.166587"
4.6,"2017-06-27 23:00:42.174245"
5.7,"2017-06-27 23:30:40.168505"
5.4,"2017-06-28 00:00:38.160307"
6.0,"2017-06-28 00:30:36.181873"
4.9,"2017-06-28 01:00:34.166657"
5.7,"2017-06-28 01:30:32.162520"
5.2,"2017-06-28 02:00:30.248998"
5.7,"2017-06-28 02:30:28.162602"
4.6,"2017-06-28 03:00:26.168590"
6.0,"2017-06-28 03:30:24.148352"
0,"2017-06-28 04:00:22.174853"
5.7,"2017-06-28 04:30:20.175435"
4.9,"2017-06-28 05:00:18.166037"
5.4,"2017-06-28 05:30:47.159400"
4.6,"2017-06-28 06:00:45.158288"
5.4,"2017-06-28 06:30:43.164872"
4.6,"2017-06-28 07:00:41.163445"
5.2,"2017-06-28 07:30:39.165306"
5.7,"2017-06-28 08:30:35.169309"
4.6,"2017-06-28 09:00:32.168175"
5.4,"2017-06-28 09:30:30.300956"
5.7,"2017-06-28 10:00:28.172795"
6.0,"2017-06-28 11:00:24.177411"
5.7,"2017-06-28 11:30:22.173766"
3.8,"2017-06-28 12:30:49.162199"
4.1,"2017-06-28 13:00:47.160691"
5.7,"2017-06-28 13:30:45.163476"
0,"2017-06-28 14:00:43.177694"
5.2,"2017-06-28 15:00:39.165214"
4.9,"2017-06-28 15:30:37.160199"
0,"2017-06-28 17:01:01.175915"
4.9,"2017-06-28 17:30:28.160554"
3.0,"2017-06-28 18:00:26.168073"
2.7,"2017-06-28 18:30:24.159501"
2.4,"2017-06-28 19:00:22.167855"
2.7,"2017-06-28 19:30:51.158239"
2.4,"2017-06-28 20:00:49.167835"
2.2,"2017-06-28 20:30:47.163651"
1.6,"2017-06-28 21:00:45.165239"
1.4,"2017-06-28 21:30:43.170014"
1.6,"2017-06-28 22:00:41.166263"
0.0,"2017-06-28 22:30:39.166222"
1.6,"2017-06-28 23:00:37.162896"
2.2,"2017-06-28 23:30:35.154810"
1.4,"2017-06-29 00:00:33.165581"
3.3,"2017-06-29 00:30:31.159189"
2.2,"2017-06-29 01:00:29.163113"
0.0,"2017-06-29 01:30:27.168205"
5.2,"2017-06-29 02:00:24.144509"
6.0,"2017-06-29 02:30:22.143290"
5.4,"2017-06-29 03:00:20.139202"
5.2,"2017-06-29 03:30:18.148487"
5.4,"2017-06-29 04:00:47.142858"
5.2,"2017-06-29 04:30:45.142752"
4.9,"2017-06-29 05:00:43.147074"
5.7,"2017-06-29 05:30:41.141025"
4.9,"2017-06-29 06:00:39.143571"
5.4,"2017-06-29 06:30:37.145764"
2.4,"2017-06-29 07:00:35.138411"
5.4,"2017-06-29 07:30:33.145374"
5.7,"2017-06-29 08:00:31.142018"
5.4,"2017-06-29 08:30:29.146786"
4.1,"2017-06-29 09:00:27.138256"
5.7,"2017-06-29 09:30:24.145425"
5.2,"2017-06-29 10:00:22.147206"
5.7,"2017-06-29 10:30:20.146651"
6.0,"2017-06-29 12:30:43.141213"
4.3,"2017-06-29 13:00:41.145825"
5.2,"2017-06-29 13:31:10.145548"
5.4,"2017-06-29 14:00:37.144752"
5.2,"2017-06-29 14:30:35.143844"
4.9,"2017-06-29 15:00:33.142950"
5.4,"2017-06-29 15:30:31.145745"
5.2,"2017-06-29 16:00:29.144030"
4.3,"2017-06-29 16:30:27.140328"
4.9,"2017-06-29 17:00:25.143954"
5.2,"2017-06-29 17:30:23.141760"
3.3,"2017-06-29 18:00:21.141742"
5.2,"2017-06-29 18:30:50.144074"
5.7,"2017-06-29 19:00:48.144596"
5.2,"2017-06-29 20:00:44.142412"
0,"2017-06-29 20:31:13.169201"
5.7,"2017-06-29 23:30:30.273828"
5.2,"2017-06-30 00:00:28.152776"
5.7,"2017-06-30 00:30:26.142393"
4.6,"2017-06-30 01:00:55.146221"
5.7,"2017-06-30 01:30:22.141333"
6.0,"2017-06-30 02:00:20.146118"
0.0,"2017-06-30 02:30:18.141352"
5.2,"2017-06-30 03:00:47.151253"
6.0,"2017-06-30 03:30:45.147010"
4.1,"2017-06-30 04:00:43.147093"
4.9,"2017-06-30 05:00:39.145639"
5.7,"2017-06-30 05:30:37.147134"
5.2,"2017-06-30 06:00:35.165840"
5.4,"2017-06-30 06:30:33.161774"
4.6,"2017-06-30 07:00:31.166827"
5.7,"2017-06-30 07:30:29.158000"
4.6,"2017-06-30 08:00:27.161281"
6.0,"2017-06-30 08:30:25.167719"
4.6,"2017-06-30 09:00:23.168831"
5.4,"2017-06-30 09:30:52.163000"
6.0,"2017-06-30 10:00:50.165181"
4.9,"2017-06-30 11:00:46.176374"
5.7,"2017-06-30 11:30:44.168176"
0,"2017-06-30 12:30:40.187552"
5.2,"2017-06-30 13:00:38.163757"
5.4,"2017-06-30 13:30:36.174249"
5.7,"2017-06-30 14:00:34.159319"
6.2,"2017-06-30 14:30:32.178783"
5.2,"2017-06-30 15:00:30.263014"
5.4,"2017-06-30 16:00:26.164491"
5.2,"2017-06-30 16:30:24.166847"
5.4,"2017-06-30 17:30:20.172329"
5.2,"2017-06-30 18:30:47.173354"
0,"2017-06-30 19:00:45.170997"
0,"2017-07-01 09:04:14.250468"
