state,created
unknown,"2016-12-16 19:33:22.148945"
unknown,"2016-12-16 19:48:11.516207"
3.5,"2017-01-23 16:30:46.688693"
2.7,"2017-01-23 17:00:44.654729"
3.0,"2017-01-23 17:30:42.653492"
2.7,"2017-01-23 18:00:40.715797"
3.3,"2017-01-23 18:30:38.647887"
3.0,"2017-01-23 19:00:36.675843"
3.3,"2017-01-23 19:30:34.642955"
4.3,"2017-01-23 20:30:30.762574"
3.8,"2017-01-23 21:00:28.665146"
3.5,"2017-01-23 22:00:24.677298"
0,"2017-01-23 22:30:22.650708"
6.0,"2017-01-23 23:00:20.642979"
4.6,"2017-01-23 23:30:18.676351"
3.0,"2017-01-24 00:00:47.669992"
1.1,"2017-01-24 00:30:45.681041"
2.7,"2017-01-24 01:30:41.676850"
2.4,"2017-01-24 02:00:39.676396"
3.3,"2017-01-24 02:30:37.674341"
0.3,"2017-01-24 03:01:06.639783"
5.4,"2017-01-24 03:30:33.626911"
6.0,"2017-01-24 04:00:31.616867"
5.7,"2017-01-24 04:30:29.699638"
4.9,"2017-01-24 05:00:27.726005"
5.4,"2017-01-24 05:30:25.655899"
3.0,"2017-01-24 06:00:23.688600"
0,"2017-01-24 06:30:21.664301"
2.4,"2017-01-24 07:00:50.674141"
2.2,"2017-01-24 08:00:46.675325"
6.0,"2017-01-24 08:30:44.644170"
5.4,"2017-01-24 09:00:42.677323"
1.4,"2017-01-24 09:30:40.653043"
0,"2017-01-24 10:00:38.660822"
5.4,"2017-01-24 10:30:36.672523"
5.2,"2017-01-24 11:00:34.620627"
5.4,"2017-01-24 11:30:32.633561"
3.5,"2017-01-24 12:30:28.683654"
5.7,"2017-01-24 13:00:26.646800"
3.3,"2017-01-24 13:30:24.678781"
3.8,"2017-01-24 14:00:22.768238"
3.3,"2017-01-24 14:30:20.642511"
1.6,"2017-01-24 15:00:49.673918"
2.4,"2017-01-24 15:30:47.677954"
3.3,"2017-01-24 16:00:45.665596"
2.7,"2017-01-24 16:30:43.656592"
0.8,"2017-01-24 17:00:41.685450"
6.0,"2017-01-24 17:30:39.679548"
4.3,"2017-01-24 18:00:37.682219"
5.7,"2017-01-24 18:30:35.657650"
1.9,"2017-01-24 19:00:33.636739"
2.7,"2017-01-24 19:30:31.639480"
3.5,"2017-01-24 20:00:29.676647"
4.1,"2017-01-24 21:00:25.688192"
3.8,"2017-01-24 21:30:23.669925"
4.1,"2017-01-24 22:00:21.644599"
3.3,"2017-01-24 22:30:19.686005"
3.8,"2017-01-24 23:00:48.680017"
3.5,"2017-01-24 23:30:46.712017"
3.0,"2017-01-25 00:30:42.680678"
3.3,"2017-01-25 01:00:40.651161"
3.8,"2017-01-25 01:30:38.701637"
1.6,"2017-01-25 02:01:07.653844"
1.9,"2017-01-25 02:30:34.617358"
0,"2017-01-25 03:00:32.625769"
6.0,"2017-01-25 03:30:30.731605"
5.4,"2017-01-25 04:00:28.667281"
5.7,"2017-01-25 04:30:26.685885"
5.4,"2017-01-25 05:00:24.668176"
2.2,"2017-01-25 05:30:22.681203"
1.6,"2017-01-25 06:00:20.644145"
5.7,"2017-01-25 06:30:18.670516"
1.6,"2017-01-25 07:00:47.663351"
0.5,"2017-01-25 07:30:45.651459"
5.4,"2017-01-25 08:00:43.656348"
6.0,"2017-01-25 08:30:41.698112"
5.4,"2017-01-25 09:00:40.857626"
1.6,"2017-01-25 09:30:37.675373"
0.8,"2017-01-25 10:00:35.675295"
6.0,"2017-01-25 10:30:33.649682"
5.2,"2017-01-25 11:30:29.667953"
0.5,"2017-01-25 12:00:58.675833"
5.4,"2017-01-25 12:30:56.695391"
4.3,"2017-01-25 13:00:54.705276"
5.4,"2017-01-25 13:30:52.685691"
5.2,"2017-01-25 14:00:50.655950"
6.2,"2017-01-25 14:30:48.681833"
6.0,"2017-01-25 15:00:46.696374"
5.2,"2017-01-25 15:30:44.705991"
5.4,"2017-01-25 16:00:42.685676"
5.2,"2017-01-25 17:00:38.661455"
5.7,"2017-01-25 17:30:36.685003"
4.9,"2017-01-25 18:00:34.641735"
5.2,"2017-01-25 18:31:03.646958"
4.9,"2017-01-25 19:01:01.660976"
5.2,"2017-01-25 19:30:59.672754"
6.2,"2017-01-25 20:00:57.685983"
4.3,"2017-01-25 20:30:55.699191"
5.4,"2017-01-25 21:00:53.687081"
5.2,"2017-01-25 21:30:51.649452"
4.1,"2017-01-25 22:30:47.654199"
5.2,"2017-01-25 23:00:45.705522"
6.0,"2017-01-25 23:30:43.687188"
3.5,"2017-01-26 00:30:39.688490"
4.3,"2017-01-26 01:00:37.698809"
5.7,"2017-01-26 01:30:35.668348"
6.2,"2017-01-26 02:01:04.660525"
5.2,"2017-01-26 02:31:02.662757"
6.0,"2017-01-26 03:01:00.685456"
4.9,"2017-01-26 03:30:58.689609"
6.0,"2017-01-26 04:30:54.688582"
4.6,"2017-01-26 05:00:52.681044"
4.3,"2017-01-26 05:30:50.634327"
6.0,"2017-01-26 06:00:48.658109"
2.4,"2017-01-26 07:00:44.689870"
1.9,"2017-01-26 07:30:42.648062"
3.0,"2017-01-26 08:00:40.650683"
4.3,"2017-01-26 08:30:38.629649"
1.9,"2017-01-26 09:00:37.104310"
0.3,"2017-01-26 10:01:03.665980"
0.0,"2017-01-26 10:31:01.629633"
0,"2017-01-26 11:00:59.687548"
0.5,"2017-01-26 12:00:55.650115"
3.8,"2017-01-26 13:00:51.688735"
0.3,"2017-01-26 13:30:49.873332"
0.8,"2017-01-26 14:01:18.682439"
0.3,"2017-01-26 14:30:45.674299"
0.5,"2017-01-26 15:31:12.645076"
0.8,"2017-01-26 16:00:39.667035"
0.5,"2017-01-26 17:01:06.646856"
1.1,"2017-01-26 17:31:04.680297"
0.8,"2017-01-26 18:01:02.669343"
0,"2017-01-26 18:31:00.683984"
2.7,"2017-01-26 19:00:58.655954"
4.1,"2017-01-26 19:30:56.655850"
1.6,"2017-01-26 20:00:54.684308"
1.4,"2017-01-26 20:30:52.635501"
4.1,"2017-01-26 21:00:50.662179"
1.4,"2017-01-26 21:30:48.669543"
3.0,"2017-01-26 22:00:46.683423"
0,"2017-01-26 22:30:44.669944"
0.5,"2017-01-26 23:01:13.695486"
1.9,"2017-01-26 23:31:11.660411"
0.5,"2017-01-27 00:01:09.692512"
1.6,"2017-01-27 00:31:07.677803"
1.9,"2017-01-27 01:31:03.651553"
1.1,"2017-01-27 02:01:01.653081"
1.9,"2017-01-27 02:30:59.670194"
0.5,"2017-01-27 03:00:57.670398"
0,"2017-01-27 03:30:55.656496"
0.3,"2017-01-27 04:00:53.643820"
0.0,"2017-01-27 04:30:51.662499"
1.4,"2017-01-27 05:00:49.672176"
0.0,"2017-01-27 05:31:18.676957"
0,"2017-01-27 07:30:39.646033"
3.0,"2017-01-27 09:01:04.690427"
0.8,"2017-01-27 09:31:02.757439"
4.6,"2017-01-27 10:01:00.674292"
1.9,"2017-01-27 10:30:58.662839"
2.4,"2017-01-27 11:00:56.645043"
2.7,"2017-01-27 11:30:54.619509"
1.6,"2017-01-27 12:30:49.673197"
1.1,"2017-01-27 13:00:47.637039"
1.9,"2017-01-27 13:30:45.690685"
2.2,"2017-01-27 14:00:43.679154"
1.9,"2017-01-27 14:30:41.807919"
4.6,"2017-01-27 15:00:39.686116"
4.9,"2017-01-27 15:30:37.631914"
5.4,"2017-01-27 16:00:34.573352"
3.5,"2017-01-27 16:31:03.600376"
4.9,"2017-01-27 17:01:01.720444"
0.0,"2017-01-27 17:30:59.622320"
6.2,"2017-01-27 18:00:57.609618"
5.2,"2017-01-27 18:30:55.620966"
6.0,"2017-01-27 19:30:20.618542"
5.4,"2017-01-27 20:00:18.671872"
6.0,"2017-01-27 20:30:47.608580"
5.4,"2017-01-27 21:00:45.606217"
6.0,"2017-01-27 21:30:43.607203"
0,"2017-01-27 22:00:10.594610"
5.4,"2017-01-27 22:30:39.614510"
2.7,"2017-01-27 23:00:37.616382"
3.0,"2017-01-27 23:30:35.564477"
3.5,"2017-01-28 00:00:33.556480"
2.7,"2017-01-28 00:30:31.568544"
3.0,"2017-01-28 01:00:29.602519"
3.3,"2017-01-28 01:30:27.589061"
3.8,"2017-01-28 02:00:25.607220"
3.0,"2017-01-28 02:30:23.622168"
0.5,"2017-01-28 03:00:52.610707"
0,"2017-01-28 04:00:48.610438"
0.5,"2017-01-28 04:30:46.603665"
0.3,"2017-01-28 05:01:15.655341"
0,"2017-01-28 05:30:42.603920"
0.3,"2017-01-28 06:00:40.574963"
0,"2017-01-28 06:30:38.574500"
0.8,"2017-01-28 07:00:36.591985"
0.3,"2017-01-28 07:30:34.577714"
0,"2017-01-28 08:00:32.581337"
1.1,"2017-01-28 09:00:59.598646"
0.5,"2017-01-28 09:30:57.609206"
0.3,"2017-01-28 10:00:55.601925"
6.0,"2017-01-28 11:30:48.613272"
5.7,"2017-01-28 12:00:46.605156"
5.4,"2017-01-28 12:30:44.612684"
3.3,"2017-01-28 13:00:42.593896"
3.0,"2017-01-28 13:30:40.616010"
3.3,"2017-01-28 14:00:38.595847"
3.8,"2017-01-28 14:30:36.606375"
2.4,"2017-01-28 16:00:30.689577"
3.8,"2017-01-28 16:30:28.891287"
3.5,"2017-01-28 17:00:27.854173"
3.8,"2017-01-28 17:30:24.605481"
3.3,"2017-01-28 18:00:22.607721"
3.5,"2017-01-28 18:30:20.611347"
3.3,"2017-01-28 20:00:45.611495"
3.0,"2017-01-28 20:30:43.621453"
3.8,"2017-01-28 21:30:39.611204"
3.3,"2017-01-28 22:00:37.617670"
4.1,"2017-01-28 22:30:35.616383"
3.5,"2017-01-28 23:00:33.590077"
3.8,"2017-01-28 23:30:31.583513"
3.5,"2017-01-29 00:00:29.622888"
4.1,"2017-01-29 01:30:23.606210"
3.3,"2017-01-29 02:00:21.619361"
2.7,"2017-01-29 02:30:19.607870"
0.5,"2017-01-29 03:00:48.684209"
2.2,"2017-01-29 03:30:46.679827"
0.5,"2017-01-29 04:00:44.599446"
1.1,"2017-01-29 04:30:42.612250"
0.5,"2017-01-29 05:00:40.605208"
5.7,"2017-01-29 05:30:38.619465"
5.2,"2017-01-29 06:30:34.590018"
4.9,"2017-01-29 07:00:32.567626"
5.7,"2017-01-29 07:30:30.759709"
0.3,"2017-01-29 08:00:59.639780"
5.4,"2017-01-29 08:30:26.616283"
5.2,"2017-01-29 09:00:24.582541"
5.7,"2017-01-29 09:30:22.617779"
0,"2017-01-29 10:00:51.604478"
5.2,"2017-01-29 10:30:18.620465"
4.9,"2017-01-29 11:00:47.611915"
5.7,"2017-01-29 11:30:45.605685"
1.1,"2017-01-29 12:30:41.603294"
3.3,"2017-01-29 13:00:39.601808"
3.0,"2017-01-29 14:30:33.577726"
3.3,"2017-01-29 15:00:31.571300"
3.8,"2017-01-29 15:30:29.600308"
2.7,"2017-01-29 16:00:27.598952"
3.5,"2017-01-29 16:30:24.593114"
3.3,"2017-01-29 17:00:22.600044"
3.8,"2017-01-29 19:00:45.597028"
3.3,"2017-01-29 19:30:43.603166"
4.3,"2017-01-29 20:00:41.599890"
4.1,"2017-01-29 20:30:39.605038"
3.3,"2017-01-29 21:00:37.607909"
3.5,"2017-01-29 22:00:33.586615"
3.3,"2017-01-29 22:30:31.585735"
2.7,"2017-01-30 00:00:25.599792"
3.3,"2017-01-30 00:30:23.614177"
3.5,"2017-01-30 01:00:21.592718"
1.6,"2017-01-30 01:30:50.606992"
3.0,"2017-01-30 02:00:48.605741"
3.5,"2017-01-30 02:30:46.610650"
0,"2017-01-30 03:00:44.622501"
6.2,"2017-01-30 03:30:42.590615"
6.0,"2017-01-30 04:00:40.585506"
2.2,"2017-01-30 04:30:38.598599"
0.3,"2017-01-30 05:01:07.587011"
5.4,"2017-01-30 05:30:34.568204"
6.0,"2017-01-30 06:30:30.657016"
4.6,"2017-01-30 07:00:29.713353"
5.2,"2017-01-30 07:30:26.610802"
0.5,"2017-01-30 08:00:55.627230"
0.8,"2017-01-30 08:30:53.588056"
1.6,"2017-01-30 09:00:51.593670"
0.8,"2017-01-30 10:00:47.605073"
6.0,"2017-01-30 10:30:45.597874"
5.7,"2017-01-30 11:00:43.580421"
6.2,"2017-01-30 11:30:41.601964"
4.6,"2017-01-30 12:00:39.604411"
5.2,"2017-01-30 12:30:37.605359"
2.4,"2017-01-30 13:00:35.598610"
4.6,"2017-01-30 13:30:33.580052"
0,"2017-01-30 14:00:31.598410"
0.5,"2017-01-30 15:00:27.625907"
3.5,"2017-01-30 15:30:25.603074"
2.7,"2017-01-30 16:00:23.597153"
1.4,"2017-01-30 17:00:51.039935"
3.0,"2017-01-30 17:30:48.624719"
2.4,"2017-01-30 18:00:46.587606"
1.9,"2017-01-30 18:30:44.614756"
2.7,"2017-01-30 19:00:42.592116"
3.0,"2017-01-30 19:30:40.604268"
1.9,"2017-01-30 20:00:38.580828"
2.7,"2017-01-30 20:30:36.604957"
2.2,"2017-01-30 21:00:34.562343"
1.6,"2017-01-30 21:30:32.564860"
2.2,"2017-01-30 22:00:30.690930"
1.6,"2017-01-30 22:30:28.590927"
1.9,"2017-01-30 23:00:26.587983"
1.6,"2017-01-30 23:30:24.618067"
1.9,"2017-01-31 00:00:22.601629"
1.6,"2017-01-31 00:30:51.603102"
1.9,"2017-01-31 01:00:49.609390"
0.8,"2017-01-31 01:30:47.598945"
1.6,"2017-01-31 02:30:43.608975"
1.4,"2017-01-31 03:00:41.606120"
0.8,"2017-01-31 03:31:10.632845"
1.6,"2017-01-31 04:00:37.607424"
1.4,"2017-01-31 04:30:35.606979"
0.0,"2017-01-31 05:00:33.602306"
1.1,"2017-01-31 05:30:31.585882"
0,"2017-01-31 06:00:29.586934"
1.1,"2017-01-31 06:30:58.596324"
0.3,"2017-01-31 07:00:56.589896"
0,"2017-01-31 07:30:23.614890"
1.1,"2017-01-31 08:00:52.584787"
0,"2017-01-31 08:30:19.588460"
2.4,"2017-01-31 09:00:48.614427"
2.2,"2017-01-31 09:30:46.602110"
2.4,"2017-01-31 10:00:44.606269"
1.1,"2017-01-31 11:00:40.603845"
1.4,"2017-01-31 11:30:38.612812"
0.5,"2017-01-31 12:00:36.626290"
2.7,"2017-01-31 13:00:32.588145"
3.0,"2017-01-31 13:30:30.690839"
2.4,"2017-01-31 14:00:28.605604"
3.3,"2017-01-31 15:00:24.613773"
3.0,"2017-01-31 15:30:53.604680"
0.8,"2017-01-31 16:00:51.619150"
2.4,"2017-01-31 16:30:49.612757"
3.0,"2017-01-31 17:00:47.611763"
3.5,"2017-01-31 17:30:45.621054"
3.8,"2017-01-31 18:00:43.603036"
2.7,"2017-01-31 18:30:41.614671"
1.1,"2017-01-31 19:00:39.612600"
2.2,"2017-01-31 19:30:37.585151"
1.9,"2017-01-31 20:00:35.615080"
3.0,"2017-01-31 20:30:33.570343"
2.2,"2017-01-31 21:00:31.579116"
2.4,"2017-01-31 21:30:29.604800"
1.4,"2017-01-31 22:00:27.606399"
2.7,"2017-01-31 22:30:56.628111"
0.8,"2017-01-31 23:00:54.602325"
4.1,"2017-01-31 23:30:21.616625"
2.4,"2017-02-01 00:00:50.612431"
3.8,"2017-02-01 00:30:48.607604"
0,"2017-02-01 01:00:15.611129"
3.3,"2017-02-01 01:30:44.606556"
5.4,"2017-02-01 02:00:42.606142"
3.5,"2017-02-01 02:30:40.602766"
0.3,"2017-02-01 03:00:38.589830"
5.7,"2017-02-01 03:30:36.609958"
4.1,"2017-02-01 04:00:34.581094"
0.8,"2017-02-01 04:30:32.602395"
4.3,"2017-02-01 05:00:30.690975"
5.4,"2017-02-01 05:30:28.616431"
5.2,"2017-02-01 06:00:26.605847"
0,"2017-02-01 06:30:24.605843"
3.8,"2017-02-01 07:00:22.615891"
5.4,"2017-02-01 07:30:21.071162"
1.6,"2017-02-01 08:00:49.599956"
0.8,"2017-02-01 08:30:47.597577"
4.6,"2017-02-01 09:00:45.593596"
0.5,"2017-02-01 09:30:43.599228"
unknown,"2017-02-01 10:07:43.942969"
2.7,"2017-02-01 10:30:21.783660"
1.9,"2017-02-01 11:00:50.765163"
0.5,"2017-02-01 11:30:48.825780"
0,"2017-02-01 12:00:46.635419"
0.5,"2017-02-01 13:00:42.785936"
3.8,"2017-02-01 13:30:41.708093"
2.4,"2017-02-01 14:00:38.636091"
3.5,"2017-02-01 14:30:36.678175"
3.3,"2017-02-01 15:30:32.615161"
3.5,"2017-02-01 16:00:30.725658"
3.8,"2017-02-01 17:00:26.672990"
3.3,"2017-02-01 17:30:24.631805"
3.5,"2017-02-01 18:00:22.635808"
3.8,"2017-02-01 18:30:20.704187"
3.3,"2017-02-01 19:00:49.680798"
2.2,"2017-02-01 20:00:45.683468"
2.7,"2017-02-01 20:30:43.778443"
0,"2017-02-01 21:00:10.734090"
3.0,"2017-02-01 21:30:39.661643"
2.7,"2017-02-01 22:00:37.678760"
2.4,"2017-02-01 22:30:35.667754"
3.0,"2017-02-01 23:00:33.659995"
3.5,"2017-02-01 23:30:31.655955"
3.0,"2017-02-02 00:00:29.669361"
2.7,"2017-02-02 00:30:27.686291"
1.6,"2017-02-02 01:00:25.682869"
4.1,"2017-02-02 01:30:23.666881"
0.8,"2017-02-02 02:00:52.680017"
3.8,"2017-02-02 02:30:19.832486"
4.6,"2017-02-02 03:00:48.673252"
4.9,"2017-02-02 03:30:46.697559"
0,"2017-02-02 04:00:44.693160"
3.3,"2017-02-02 04:30:42.693494"
0.5,"2017-02-02 05:00:40.651996"
5.4,"2017-02-02 05:30:38.640641"
5.7,"2017-02-02 06:00:36.678483"
0.8,"2017-02-02 06:30:34.636658"
4.9,"2017-02-02 07:00:32.649027"
5.4,"2017-02-02 07:30:30.128487"
4.6,"2017-02-02 08:30:25.682532"
6.0,"2017-02-02 09:30:21.698603"
4.6,"2017-02-02 10:00:19.686619"
5.7,"2017-02-02 10:30:48.714025"
0,"2017-02-02 11:00:15.658094"
0.5,"2017-02-02 12:00:42.640575"
0,"2017-02-02 12:30:40.685962"
1.9,"2017-02-02 13:00:38.651158"
2.4,"2017-02-02 13:30:36.681148"
1.9,"2017-02-02 14:00:34.632692"
2.4,"2017-02-02 14:30:32.632005"
1.4,"2017-02-02 15:01:01.892203"
0,"2017-02-02 15:30:28.663086"
1.4,"2017-02-02 16:00:57.678707"
5.7,"2017-02-02 16:30:24.677601"
5.4,"2017-02-02 17:00:22.708759"
5.7,"2017-02-02 17:30:20.690402"
5.4,"2017-02-02 18:30:47.662801"
5.7,"2017-02-02 19:30:43.676302"
4.1,"2017-02-02 20:00:41.700669"
5.7,"2017-02-02 20:30:39.701321"
5.4,"2017-02-02 21:30:36.788169"
5.2,"2017-02-02 22:00:33.642450"
5.4,"2017-02-02 22:30:31.670008"
4.1,"2017-02-02 23:00:29.690576"
4.9,"2017-02-02 23:30:27.677423"
1.9,"2017-02-03 00:00:56.830934"
2.2,"2017-02-03 00:30:56.342222"
unknown,"2017-02-03 00:53:08.299099"
5.2,"2017-02-03 01:00:47.611210"
6.0,"2017-02-03 01:30:45.612181"
5.4,"2017-02-03 02:00:43.640750"
5.7,"2017-02-03 03:00:39.683370"
3.5,"2017-02-03 03:30:37.663102"
4.9,"2017-02-03 04:00:35.620733"
6.0,"2017-02-03 04:30:32.663183"
3.3,"2017-02-03 05:01:01.648763"
4.6,"2017-02-03 05:30:28.654820"
5.7,"2017-02-03 06:00:26.656558"
5.4,"2017-02-03 06:30:24.661960"
4.3,"2017-02-03 07:00:22.662446"
5.4,"2017-02-03 07:30:20.678643"
3.0,"2017-02-03 08:00:49.673127"
4.9,"2017-02-03 08:30:47.671348"
3.8,"2017-02-03 09:00:45.644316"
2.4,"2017-02-03 09:30:43.693766"
1.1,"2017-02-03 10:00:41.640460"
2.4,"2017-02-03 10:30:39.651472"
3.5,"2017-02-03 11:30:35.643126"
3.3,"2017-02-03 12:00:33.669224"
2.7,"2017-02-03 13:00:29.655073"
3.8,"2017-02-03 13:30:27.674133"
1.1,"2017-02-03 14:00:56.649794"
3.5,"2017-02-03 14:30:23.671233"
2.7,"2017-02-03 15:00:52.633622"
3.8,"2017-02-03 15:30:50.652602"
3.3,"2017-02-03 16:00:48.653155"
5.4,"2017-02-03 16:30:46.656118"
5.2,"2017-02-03 17:00:44.672484"
6.2,"2017-02-03 17:30:42.671085"
5.4,"2017-02-03 18:00:40.653565"
unknown,"2017-02-03 18:27:51.707741"
5.7,"2017-02-03 18:30:18.608810"
0,"2017-02-03 19:00:16.608623"
unknown,"2017-02-03 19:24:46.762552"
5.7,"2017-02-03 19:30:18.652846"
unknown,"2017-02-03 19:46:03.325751"
5.2,"2017-02-03 20:00:21.640376"
6.2,"2017-02-03 20:30:19.644558"
4.1,"2017-02-03 21:00:48.654042"
3.3,"2017-02-03 21:30:46.648175"
0.8,"2017-02-03 22:00:44.641047"
5.2,"2017-02-03 22:30:42.669321"
4.3,"2017-02-03 23:00:40.643018"
4.9,"2017-02-03 23:30:38.664210"
2.7,"2017-02-04 00:00:36.663113"
5.4,"2017-02-04 00:30:34.601291"
4.1,"2017-02-04 01:00:32.655070"
3.8,"2017-02-04 01:30:30.704519"
4.3,"2017-02-04 02:00:28.664404"
5.4,"2017-02-04 02:30:26.646615"
1.6,"2017-02-04 03:00:55.625893"
3.8,"2017-02-04 03:30:22.652813"
2.7,"2017-02-04 04:00:20.641571"
0,"2017-02-04 04:30:19.001247"
2.7,"2017-02-04 05:00:47.590645"
4.3,"2017-02-04 05:30:45.626938"
2.4,"2017-02-04 06:00:43.607354"
4.6,"2017-02-04 06:30:41.657410"
2.7,"2017-02-04 07:00:39.602041"
4.6,"2017-02-04 07:30:37.685998"
3.0,"2017-02-04 08:00:35.609018"
4.9,"2017-02-04 08:30:33.674041"
4.6,"2017-02-04 09:00:31.598868"
0,"2017-02-04 09:30:29.642209"
3.0,"2017-02-04 10:00:27.671623"
2.7,"2017-02-04 10:30:25.654135"
1.9,"2017-02-04 11:00:23.619613"
3.3,"2017-02-04 11:30:22.054324"
1.6,"2017-02-04 12:30:48.645405"
3.0,"2017-02-04 13:00:46.607100"
2.2,"2017-02-04 13:30:44.594279"
3.3,"2017-02-04 14:00:42.657890"
3.8,"2017-02-04 14:30:40.654657"
1.6,"2017-02-04 15:00:39.043826"
2.4,"2017-02-04 15:30:36.665325"
3.0,"2017-02-04 16:00:34.594264"
4.3,"2017-02-04 16:30:32.614226"
3.3,"2017-02-04 17:00:30.706146"
5.4,"2017-02-04 17:30:28.678798"
4.3,"2017-02-04 18:00:26.665053"
5.7,"2017-02-04 18:30:24.633775"
3.8,"2017-02-04 19:00:22.653624"
4.6,"2017-02-04 19:30:20.670935"
2.7,"2017-02-04 20:00:18.630868"
5.2,"2017-02-04 20:30:47.676886"
3.0,"2017-02-04 21:00:45.604079"
4.9,"2017-02-04 21:30:43.664144"
0.8,"2017-02-04 22:00:41.639982"
4.6,"2017-02-04 22:30:39.663560"
6.0,"2017-02-04 23:00:37.636104"
5.2,"2017-02-04 23:30:35.601596"
3.3,"2017-02-05 00:00:33.581166"
5.2,"2017-02-05 00:30:31.605951"
4.6,"2017-02-05 01:00:29.658088"
6.2,"2017-02-05 01:30:27.643416"
3.8,"2017-02-05 02:00:25.598788"
6.0,"2017-02-05 02:30:23.685261"
5.2,"2017-02-05 03:00:21.626532"
4.6,"2017-02-05 04:00:48.592806"
3.5,"2017-02-05 04:30:46.651931"
3.0,"2017-02-05 05:00:43.654253"
5.4,"2017-02-05 05:30:41.663324"
3.3,"2017-02-05 06:00:39.662163"
5.4,"2017-02-05 06:30:37.670226"
4.6,"2017-02-05 07:00:35.656917"
5.7,"2017-02-05 07:30:33.615556"
4.1,"2017-02-05 08:00:31.645157"
4.9,"2017-02-05 08:30:29.848036"
4.6,"2017-02-05 09:00:27.666570"
5.2,"2017-02-05 09:30:26.219904"
1.9,"2017-02-05 10:00:23.627108"
5.7,"2017-02-05 10:30:21.656456"
3.8,"2017-02-05 11:00:20.054020"
6.2,"2017-02-05 11:30:48.681138"
5.7,"2017-02-05 12:00:46.661528"
5.2,"2017-02-05 12:30:44.658324"
5.7,"2017-02-05 13:00:42.639789"
6.0,"2017-02-05 13:30:40.654047"
4.1,"2017-02-05 14:00:38.662698"
6.0,"2017-02-05 14:30:36.686777"
0.3,"2017-02-05 15:00:34.634547"
4.9,"2017-02-05 15:30:32.629553"
5.7,"2017-02-05 16:00:30.716599"
4.3,"2017-02-05 17:00:26.675172"
6.0,"2017-02-05 17:30:24.668918"
1.1,"2017-02-05 18:00:53.643086"
5.2,"2017-02-05 18:30:20.686122"
4.9,"2017-02-05 19:00:18.661555"
5.4,"2017-02-05 19:30:47.673565"
5.2,"2017-02-05 20:00:45.672507"
3.8,"2017-02-05 21:00:41.670292"
4.9,"2017-02-05 21:30:39.678842"
6.0,"2017-02-05 22:00:37.672067"
5.7,"2017-02-05 22:30:35.626271"
0,"2017-02-05 23:00:33.659832"
0.0,"2017-02-06 03:01:19.671981"
0,"2017-02-06 03:30:46.633207"
4.1,"2017-02-06 04:00:44.648893"
5.2,"2017-02-06 05:00:39.721573"
2.4,"2017-02-06 05:30:37.673412"
1.6,"2017-02-06 06:00:35.638406"
3.0,"2017-02-06 06:30:33.621301"
5.2,"2017-02-06 07:00:31.626873"
0,"2017-02-06 08:00:27.661635"
0.0,"2017-02-06 09:01:56.648334"
0,"2017-02-06 09:30:52.649266"
0.0,"2017-02-06 14:01:06.036587"
6.0,"2017-02-06 14:30:32.635490"
5.7,"2017-02-06 15:00:30.728839"
5.4,"2017-02-06 15:30:28.658437"
4.3,"2017-02-06 16:00:26.658385"
2.2,"2017-02-06 16:30:56.445671"
5.4,"2017-02-06 17:00:22.665765"
5.7,"2017-02-06 17:30:20.684860"
3.8,"2017-02-06 18:00:18.668949"
5.4,"2017-02-06 18:30:47.659006"
4.6,"2017-02-06 19:00:45.646246"
4.9,"2017-02-06 19:30:43.711177"
5.7,"2017-02-06 20:00:41.653364"
5.4,"2017-02-06 20:30:39.663245"
4.6,"2017-02-06 21:00:37.657168"
0.8,"2017-02-06 21:31:06.650297"
0,"2017-02-06 22:00:33.716156"
5.7,"2017-02-06 23:00:32.747964"
4.3,"2017-02-06 23:30:27.654514"
4.9,"2017-02-07 01:00:21.650014"
5.7,"2017-02-07 01:30:50.637468"
2.7,"2017-02-07 02:00:48.663834"
5.7,"2017-02-07 02:30:46.678210"
6.0,"2017-02-07 03:00:44.642104"
5.4,"2017-02-07 03:30:42.684142"
6.0,"2017-02-07 04:30:38.659572"
1.9,"2017-02-07 05:00:36.670657"
6.0,"2017-02-07 05:30:34.609194"
4.6,"2017-02-07 06:00:32.615668"
2.4,"2017-02-07 06:30:30.714788"
3.0,"2017-02-07 07:00:28.666730"
0,"2017-02-07 07:30:57.685671"
0.0,"2017-02-07 08:00:55.650598"
0,"2017-02-07 08:30:53.654747"
0.0,"2017-02-07 09:00:51.656250"
0,"2017-02-07 09:30:49.659913"
0.0,"2017-02-07 10:01:18.648771"
0,"2017-02-07 10:30:45.636817"
2.4,"2017-02-07 12:30:37.647788"
3.8,"2017-02-07 13:00:35.686515"
4.9,"2017-02-07 14:00:31.620698"
4.1,"2017-02-07 14:30:29.647913"
4.3,"2017-02-07 15:00:27.693211"
2.7,"2017-02-07 15:30:25.653868"
3.5,"2017-02-07 16:00:23.654751"
4.3,"2017-02-07 17:00:50.655278"
1.4,"2017-02-07 17:30:48.677757"
4.6,"2017-02-07 18:00:46.651261"
3.8,"2017-02-07 18:30:44.659908"
2.7,"2017-02-07 19:00:42.639749"
3.8,"2017-02-07 19:30:40.652239"
3.5,"2017-02-07 20:00:38.661924"
3.8,"2017-02-07 20:30:36.657144"
3.3,"2017-02-07 21:00:34.622924"
3.5,"2017-02-07 21:30:32.620162"
5.2,"2017-02-07 22:00:30.721447"
